id,created_at,char,char_data
281,2026-02-18 13:14:56.911465,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T13:14:57.665Z"",""num_strokes"":1,""strokes"":[[[203.41741943359375,191.98965454101562,0],[203.41741943359375,193.98965454101562,0.093],[203.41741943359375,194.98965454101562,0.106],[203.41741943359375,196.98965454101562,0.123],[203.41741943359375,199.98965454101562,0.139],[203.41741943359375,201.98965454101562,0.156],[203.41741943359375,205.98965454101562,0.173],[203.41741943359375,206.98965454101562,0.189],[203.41741943359375,208.98965454101562,0.206],[203.41741943359375,209.98965454101562,0.223],[203.41741943359375,210.98965454101562,0.24],[203.41741943359375,211.98965454101562,0.256],[203.41741943359375,212.98965454101562,0.273],[203.41741943359375,213.98965454101562,0.293],[203.41741943359375,214.98965454101562,0.306],[203.41741943359375,215.98965454101562,0.323],[203.41741943359375,218.98965454101562,0.34],[203.41741943359375,219.98965454101562,0.357],[203.41741943359375,220.98965454101562,0.373],[204.41741943359375,221.98965454101562,0.39],[204.41741943359375,222.98965454101562,0.406],[205.41741943359375,224.98965454101562,0.423],[205.41741943359375,224.98965454101562,0.439],[207.41741943359375,226.98965454101562,0.456],[207.41741943359375,228.98965454101562,0.473],[208.41741943359375,229.98965454101562,0.49],[210.41741943359375,231.98965454101562,0.507],[212.41741943359375,233.98965454101562,0.523],[213.41741943359375,234.98965454101562,0.54],[213.41741943359375,235.98965454101562,0.557],[214.41741943359375,237.98965454101562,0.573],[216.41741943359375,238.98965454101562,0.596],[218.41741943359375,239.98965454101562,0.64],[219.41741943359375,239.98965454101562,0.69],[221.41741943359375,239.98965454101562,0.706],[223.41741943359375,239.98965454101562,0.723],[229.41741943359375,236.98965454101562,0.74],[232.41741943359375,233.98965454101562,0.756],[235.41741943359375,229.98965454101562,0.773],[235.41741943359375,226.98965454101562,0.79],[236.41741943359375,223.98965454101562,0.806],[238.41741943359375,219.98965454101562,0.823],[239.41741943359375,215.98965454101562,0.84],[239.41741943359375,213.98965454101562,0.857],[240.41741943359375,211.98965454101562,0.874],[241.41741943359375,210.98965454101562,0.89],[241.41741943359375,209.98965454101562,0.908],[241.41741943359375,208.98965454101562,0.932],[241.41741943359375,207.98965454101562,0.948],[241.41741943359375,206.98965454101562,0.964],[241.41741943359375,205.98965454101562,0.98],[241.41741943359375,204.98965454101562,0.996],[241.41741943359375,203.98965454101562,1.012],[241.41741943359375,202.98965454101562,1.028],[241.41741943359375,201.98965454101562,1.044],[241.41741943359375,200.98965454101562,1.068],[241.41741943359375,199.98965454101562,1.107]]]}"
130,2026-02-18 09:31:49.604725,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T09:31:49.205Z"",""num_strokes"":1,""strokes"":[[[286.8229293823242,203.8253936767578,0],[286.8229293823242,203.6329803466797,0.003],[287.0107650756836,203.31874084472656,0.011],[287.1416702270508,202.99827575683594,0.02],[287.1416702270508,202.6680450439453,0.029],[287.24791717529297,202.4562530517578,0.036],[287.24791717529297,202.2423553466797,0.044],[287.24791717529297,202.08714294433594,0.053],[287.24791717529297,202.07261657714844,0.062],[287.3538284301758,202.68992614746094,0.103],[287.54236602783203,203.1107635498047,0.112],[287.64757537841797,203.6281280517578,0.12],[287.75069427490234,204.26112365722656,0.128],[287.7788314819336,205.15660095214844,0.136],[287.8850784301758,205.9718780517578,0.144],[287.8850784301758,207.09584045410156,0.153],[287.83194732666016,208.1281280517578,0.161],[287.72570037841797,209.74305725097656,0.169],[287.72570037841797,211.1750030517578,0.185],[287.93819427490234,214.2579803466797,0.194],[288.23680877685547,215.7468719482422,0.203],[288.8656234741211,217.0232696533203,0.211],[289.72293853759766,218.4010467529297,0.219],[290.34583282470703,219.61875915527344,0.227],[291.33785247802734,220.7173614501953,0.236],[291.9965286254883,221.6413116455078,0.244],[292.8402786254883,222.3788299560547,0.253],[293.97083282470703,222.91944885253906,0.261],[294.7906265258789,223.1608123779297,0.269],[296.44933319091797,223.2670135498047,0.277],[297.80001068115234,223.0770721435547,0.286],[299.50035858154297,222.7135467529297,0.295],[301.4482650756836,222.23402404785156,0.303],[303.23889923095703,221.6548614501953,0.311],[305.0104446411133,221.0149383544922,0.319],[306.16979217529297,219.84584045410156,0.328],[307.06493377685547,218.39271545410156,0.336],[307.69861602783203,216.89271545410156,0.344],[308.4697952270508,214.17811584472656,0.352],[308.70764923095703,211.70729064941406,0.362],[308.8138961791992,209.42747497558594,0.37],[308.57604217529297,207.4413299560547,0.378],[308.22986602783203,206.16249084472656,0.387],[307.7416763305664,205.24964904785156,0.394],[307.0906295776367,204.59861755371094,0.402],[306.68924713134766,204.25035095214844,0.407]]]}"
145,2026-02-18 10:00:36.163384,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T10:00:36.239Z"",""num_strokes"":1,""strokes"":[[[202.09233856201172,172.8753662109375,0],[206.31499481201172,169.45318603515625,0.096],[214.11080169677734,165.77984619140625,0.112],[225.0362319946289,164.15164184570312,0.128],[238.89134979248047,165.34664916992188,0.145],[248.92046356201172,169.50213623046875,0.161],[256.85228729248047,175.68466186523438,0.178],[261.70455169677734,183.00357055664062,0.195],[264.50035858154297,191.1409912109375,0.211],[265.58914947509766,199.85476684570312,0.228],[265.66976165771484,210.10760498046875,0.244],[265.33275604248047,221.3206787109375,0.262],[263.39453887939453,234.51422119140625,0.278],[260.3423385620117,247.10369873046875,0.295],[256.61009979248047,258.2258605957031,0.311],[254.12181854248047,267.7986755371094,0.328],[253.3174819946289,274.7041931152344,0.346],[254.49291229248047,278.3178405761719,0.362],[258.98863983154297,283.3338317871094,0.378],[266.31856536865234,286.5199279785156,0.395],[275.49149322509766,287.0096130371094,0.412],[286.23970794677734,284.8661193847656,0.429],[297.1559066772461,279.5578918457031,0.445],[306.05220794677734,271.1136779785156,0.462],[313.08878326416016,260.1875915527344,0.479],[318.62500762939453,246.399169921875,0.495],[321.2372512817383,232.05474853515625,0.512],[321.61791229248047,217.76315307617188,0.529],[319.6548385620117,201.76278686523438,0.546],[315.7407760620117,185.84234619140625,0.562],[309.6299819946289,170.69674682617188,0.579],[303.6314010620117,156.43756103515625,0.596],[298.62430572509766,144.13571166992188,0.613],[296.1871566772461,133.59518432617188,0.629],[296.9137191772461,126.54476928710938,0.646],[300.22835540771484,123,0.662],[314.2262191772461,119.29196166992188,0.679],[335.78658294677734,117.625732421875,0.694]]]}"
168,2026-02-18 10:04:10.408883,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T10:04:10.495Z"",""num_strokes"":1,""strokes"":[[[204.09020233154297,264.3178253173828,0],[208.60263061523438,254.7141876220703,0.068],[213.26349639892578,250.7098846435547,0.083],[220.34268951416016,248.3363494873047,0.1],[231.83275604248047,249.00498962402344,0.116],[237.6718978881836,253.96592712402344,0.133],[242.4030532836914,262.4691619873047,0.149],[245.7109603881836,272.26918029785156,0.166],[248.1168441772461,283.5262908935547,0.182],[249.2727279663086,294.7283477783203,0.2],[249.34020233154297,306.4545440673828,0.216],[248.2109603881836,317.95384216308594,0.233],[247.7979507446289,330.6963653564453,0.249],[248.3391342163086,341.0763702392578,0.266],[251.13814544677734,351.3736114501953,0.283],[255.4485092163086,359.2049102783203,0.3],[261.7595901489258,364.2283477783203,0.317],[270.1992416381836,365.73011779785156,0.333],[282.08238983154297,363.55860900878906,0.35],[293.9527816772461,357.2443389892578,0.367],[303.9485092163086,348.54689025878906,0.383],[310.22692108154297,337.94606018066406,0.4],[311.99044036865234,325.0401153564453,0.417],[310.50391387939453,309.6970977783203,0.433],[305.82564544677734,293.7191619873047,0.45],[297.5465316772461,275.75108337402344,0.467],[287.5859603881836,262.4154815673828,0.483],[280.2965316772461,249.94639587402344,0.501],[277.11363983154297,240.3725128173828,0.517],[277.6562728881836,234.9748077392578,0.534],[282.3434066772461,226.73509216308594,0.55],[292.35372161865234,219.5181121826172,0.567],[307.2869338989258,213.4232940673828,0.584],[322.0188217163086,209.0412139892578,0.6],[326.88565826416016,207.61399841308594,0.611]]]}"
173,2026-02-18 10:04:17.091523,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T10:04:17.138Z"",""num_strokes"":1,""strokes"":[[[278.9965286254883,271.8423767089844,0],[278.9965286254883,271.8423767089844,0.007],[278.8090286254883,271.8423767089844,0.014],[278.5277786254883,304.5323181152344,0.024],[278.2465286254883,304.5323181152344,0.032],[277.7777786254883,305.1354064941406,0.041],[276.4652786254883,307.1458435058594,0.049],[274.4965286254883,312.1719055175781,0.057],[272.9965286254883,319.2083435058594,0.065],[272.5277786254883,326.2447814941406,0.073],[272.9027786254883,333.4823303222656,0.082],[273.0902786254883,340.7198181152344,0.09],[273.3715286254883,347.7562561035156,0.098],[273.8402786254883,354.1896667480469,0.107],[274.4027786254883,360.6229553222656,0.115],[275.2465286254883,366.0510559082031,0.123],[276.7465286254883,371.2781677246094,0.132],[278.5277786254883,375.9020690917969,0.14],[280.3090286254883,380.1239929199219,0.149],[282.1840286254883,383.7427062988281,0.157],[284.6215286254883,387.1604309082031,0.165],[287.5277786254883,389.9750061035156,0.174],[290.3402786254883,391.9854431152344,0.182],[293.1527786254883,393.5937805175781,0.19],[296.1527786254883,394.1968688964844,0.198],[299.9027786254883,394.3979187011719,0.207],[304.3090286254883,393.1916809082031,0.216],[308.5277786254883,390.7792053222656,0.224],[312.5590286254883,386.5572814941406,0.232],[316.7777786254883,381.3302917480469,0.24],[320.7152786254883,375.7010803222656,0.249],[323.5277786254883,371.0771179199219,0.257],[325.8715286254883,365.6489562988281,0.265],[327.7465286254883,360.8239440917969,0.273],[329.6215286254883,355.3958435058594,0.282],[331.1215286254883,350.5708312988281,0.29],[332.4340286254883,345.9468688964844,0.299],[333.1840286254883,341.5239562988281,0.307],[333.5590286254883,337.5031433105469,0.315],[333.4652786254883,332.6781311035156,0.324],[333.0902786254883,328.0541687011719,0.332],[332.3402786254883,323.0281066894531,0.34],[331.3090286254883,318.0021667480469,0.349],[330.3715286254883,313.9812316894531,0.357],[329.6215286254883,310.7646179199219,0.365],[329.2465286254883,307.9499816894531,0.374],[329.1527786254883,305.5375061035156,0.382],[329.0590286254883,303.3260803222656,0.39],[329.1527786254883,300.9135437011719,0.399],[329.1527786254883,298.9031066894531,0.407],[329.2465286254883,296.8927917480469,0.415],[329.6215286254883,295.0833435058594,0.424],[330.2777786254883,292.8718566894531,0.432],[331.2152786254883,290.2583312988281,0.44]]]}"
187,2026-02-18 10:22:17.784788,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T10:22:17.642Z"",""num_strokes"":1,""strokes"":[[[311,111,0],[302.66666666666663,122.66666666666669,0.029],[300.66666666666663,129.66666666666669,0.046],[299.66666666666663,132.66666666666669,0.046],[296.3333333333333,144.66666666666669,0.062],[293.66666666666663,158,0.079],[292.3333333333333,171,0.096],[292,182.66666666666669,0.113],[292.66666666666663,191,0.129],[297.66666666666663,195.66666666666669,0.146],[304.66666666666663,199.66666666666669,0.163],[313.66666666666663,203.33333333333331,0.179],[324,205.66666666666669,0.196],[335.66666666666663,206,0.212],[348,205.33333333333331,0.229],[360.3333333333333,199,0.246],[371.66666666666663,189,0.263],[379,176.66666666666669,0.279],[382.66666666666663,163.33333333333331,0.296],[383,149.33333333333331,0.313],[383,131.33333333333331,0.329],[383,125,0.346]]]}"
398,2026-02-18 13:39:45.050593,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T13:39:45.742Z"",""num_strokes"":1,""strokes"":[[[302.13333892822266,134.2222137451172,0],[301.42223358154297,135.2888946533203,0.013],[300.7111129760742,136.7111053466797,0.028],[299.64444732666016,141.6888885498047,0.047],[295.7333450317383,165.1555633544922,0.061],[292.53333282470703,190.04444885253906,0.079],[291.82222747802734,210.3111114501953,0.095],[292.53333282470703,222.75559997558594,0.111],[293.95555877685547,231.2888946533203,0.129],[296.80001068115234,237.6888885498047,0.145],[300.00000762939453,241.2444305419922,0.162],[304.62223052978516,242.6666717529297,0.179],[309.2444534301758,242.3111114501953,0.195],[314.93334197998047,240.1777801513672,0.212],[322.7555618286133,235.55555725097656,0.229],[330.93334197998047,225.59999084472656,0.245],[338.4000015258789,213.1555633544922,0.262],[344.0888900756836,199.99998474121094,0.279],[347.64444732666016,184.7111053466797,0.295],[349.7777786254883,164.08888244628906,0.311],[350.84444427490234,145.59999084472656,0.328],[350.84444427490234,135.99998474121094,0.345],[350.13333892822266,130.6666717529297,0.361],[349.7777786254883,126.75553894042969,0.378],[351.5555648803711,121.77778625488281,0.395],[353.6888961791992,116.44444274902344,0.408]]]}"
209,2026-02-18 12:38:16.252629,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T12:38:16.370Z"",""num_strokes"":1,""strokes"":[[[238.05895233154297,193.98158264160156,0],[238.05895233154297,193.98158264160156,0.031],[238.05895233154297,193.98158264160156,0.114],[240.13069915771484,195.36329650878906,0.133],[243.12891387939453,197.96910095214844,0.15],[245.3824691772461,201.3377227783203,0.163],[246.8238754272461,205.84095764160156,0.18],[247.8682632446289,212.9193878173828,0.196],[247.8682632446289,220.0926971435547,0.213],[247.8682632446289,224.70423889160156,0.23],[247.8682632446289,230.15943908691406,0.246],[248.2315444946289,236.87327575683594,0.263],[248.5948257446289,243.19252014160156,0.28],[249.3213882446289,249.37181091308594,0.297],[250.36968231201172,254.1118621826172,0.313],[251.47728729248047,257.54368591308594,0.33],[252.67757415771484,260.22230529785156,0.347],[254.9332504272461,262.8426971435547,0.364],[257.31322479248047,265.1029815673828,0.381],[260.9932632446289,266.4517059326172,0.397],[264.63672637939453,266.6786346435547,0.414],[268.88887786865234,266.4705352783203,0.43],[274.2276382446289,264.39671325683594,0.447],[279.19319915771484,261.43785095214844,0.464],[284.34766387939453,257.44175720214844,0.481],[288.14063262939453,251.88352966308594,0.497],[291.23902130126953,245.31996154785156,0.514],[293.3363265991211,238.85902404785156,0.531],[294.8345260620117,230.71556091308594,0.548],[295.0973129272461,223.06642150878906,0.564],[294.94283294677734,215.7993621826172,0.581],[294.1441879272461,207.4357147216797,0.598],[292.4673385620117,199.67506408691406,0.614],[290.83594512939453,192.92115783691406,0.631],[289.35974884033203,187.08985900878906,0.648],[287.49610137939453,180.33949279785156,0.665],[285.2965316772461,174.73829650878906,0.681],[282.97872161865234,169.0482940673828,0.698],[278.74825286865234,163.3575897216797,0.715],[277.6587448120117,161.9950408935547,0.72]]]}"
233,2026-02-18 12:41:01.998156,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T12:41:01.882Z"",""num_strokes"":1,""strokes"":[[[229.24444580078125,201.5111083984375,0],[229.24444580078125,200.03958129882812,0.037],[229.24444580078125,199.68576049804688,0.043],[229.93021392822266,199.04757690429688,0.06],[230.28646087646484,198.69131469726562,0.068],[230.9527816772461,198.66665649414062,0.076],[231.66423797607422,198.34548950195312,0.084],[232.71424102783203,198.3111572265625,0.093],[233.8132095336914,197.9732666015625,0.101],[235.22293090820312,197.95556640625,0.109],[237.69931030273438,197.95556640625,0.118],[241.2104263305664,197.95556640625,0.126],[244.7638931274414,198.29861450195312,0.134],[248.95868682861328,199.32846069335938,0.143],[252.2281265258789,201.084716796875,0.151],[253.71492767333984,203.19479370117188,0.159],[254.79967498779297,206.0135498046875,0.168],[255.52396392822266,210.21041870117188,0.176],[255.89583587646484,214.48403930664062,0.184],[255.9111099243164,218.69790649414062,0.192],[255.9111099243164,223.32327270507812,0.2],[255.9111099243164,227.92916870117188,0.209],[255.9111099243164,232.87222290039062,0.217],[255.57535552978516,237.85833740234375,0.225],[254.8812484741211,242.85415649414062,0.234],[253.8354263305664,247.48367309570312,0.242],[253.11356353759766,252.38299560546875,0.25],[252.40103912353516,257.0372009277344,0.258],[252.02535247802734,260.9670104980469,0.267],[251.66771697998047,264.90069580078125,0.275],[251.64444732666016,268.49688720703125,0.284],[251.30973052978516,271.7225646972656,0.292],[251.28888702392578,274.5941467285156,0.3],[251.62397003173828,276.76666259765625,0.309],[251.64444732666016,278.90557861328125,0.317],[252.64653778076172,280.6923828125,0.325],[253.38298797607422,281.8079833984375,0.334],[254.0934066772461,283.20867919921875,0.342],[255.4291763305664,283.93682861328125,0.35],[257.22118377685547,284.99932861328125,0.359],[259.33020782470703,285.399658203125,0.367],[261.8204879760742,285.75836181640625,0.375],[264.6507034301758,285.77777099609375,0.383],[267.1559066772461,285.44134521484375,0.392],[269.98717498779297,285.0850830078125,0.4],[272.4930648803711,284.0555419921875,0.408],[275.65660858154297,282.988525390625,0.417],[278.50035858154297,281.59442138671875,0.425],[281.0236129760742,280.16424560546875,0.433],[283.1687545776367,278.4111328125,0.442],[285.6500015258789,276.2872009277344,0.45],[287.7788314819336,274.1767272949219,0.458],[289.5920181274414,272.0274353027344,0.467],[291.02465057373047,269.5736083984375,0.475],[292.7840347290039,266.0763854980469,0.484],[293.56009674072266,262.5107727050781,0.492],[294.2736129760742,258.9427185058594,0.5],[294.64514923095703,255.08090209960938,0.508],[295.00174713134766,251.15695190429688,0.517],[295.02222442626953,247.57290649414062,0.525],[295.02222442626953,244.01284790039062,0.533],[295.35558319091797,240.15451049804688,0.542],[295.3777847290039,236.53268432617188,0.55],[295.3777847290039,232.64132690429688,0.558],[295.71666717529297,228.71493530273438,0.566],[296.07152557373047,225.15277099609375,0.575],[296.0888900756836,221.60174560546875,0.583],[296.75695037841797,218.08193969726562,0.592],[297.47118377685547,214.5111083984375,0.6],[298.4746627807617,210.77847290039062,0.608],[298.91458892822266,207.36874389648438,0.617],[299.6041946411133,203.84548950195312,0.625],[300.9899368286133,200.95382690429688,0.633],[302.06909942626953,198.1270751953125,0.641],[302.80870819091797,195.25421142578125,0.65],[303.1798629760742,192.76214599609375,0.658],[303.87291717529297,190.60382080078125,0.667],[304.90799713134766,188.82742309570312,0.675],[306.3173599243164,187.37152099609375,0.684],[306.4000015258789,187.28887939453125,0.689]]]}"
235,2026-02-18 12:41:04.50282,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T12:41:04.626Z"",""num_strokes"":1,""strokes"":[[[236.24254608154297,200.16087341308594,0],[236.24254608154297,200.16087341308594,0.038],[243.91336822509766,210.97727966308594,0.153],[248.2354507446289,220.52806091308594,0.169],[250.32103729248047,228.9705352783203,0.185],[251.77983856201172,237.36936950683594,0.202],[252.5909194946289,245.97093200683594,0.219],[252.98509979248047,253.77735900878906,0.236],[252.9542007446289,258.0365753173828,0.252],[253.3174819946289,261.2045440673828,0.269],[253.44815826416016,266.6040496826172,0.285],[254.04439544677734,272.00218200683594,0.302],[254.60477447509766,275.99436950683594,0.319],[255.35440826416016,279.33522033691406,0.336],[256.8629379272461,282.7720184326172,0.352],[258.21166229248047,285.38743591308594,0.369],[260.12145233154297,288.0252227783203,0.386],[262.74788665771484,290.65843200683594,0.403],[266.4932632446289,293.27769470214844,0.419],[270.62288665771484,295.4705352783203,0.436],[274.0362319946289,296.24537658691406,0.453],[277.52274322509766,296.84800720214844,0.469],[281.63672637939453,296.84800720214844,0.486],[286.49539947509766,295.90980529785156,0.503],[290.9566879272461,294.1938934326172,0.519],[294.76634979248047,291.72657775878906,0.536],[298.28018951416016,288.21095275878906,0.553],[300.8721694946289,284.53977966308594,0.57],[303.0763626098633,279.43394470214844,0.586],[304.54581451416016,273.5681915283203,0.603],[305.26953887939453,267.06858825683594,0.62],[305.26953887939453,260.0145721435547,0.636],[304.74610137939453,251.7436065673828,0.653],[303.8643569946289,244.12818908691406,0.669],[302.33666229248047,236.4037628173828,0.686],[301.0323257446289,228.76490783691406,0.703],[299.2482376098633,221.05824279785156,0.72],[297.04830169677734,213.6509246826172,0.737],[294.84163665771484,206.3540496826172,0.753],[291.36898040771484,198.12074279785156,0.77],[288.38423919677734,191.17689514160156,0.787],[283.43433380126953,183.69993591308594,0.803],[274.3487319946289,173.6889190673828,0.82],[262.40023040771484,163.44886779785156,0.835]]]}"
253,2026-02-18 12:45:27.253118,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T12:45:27.129Z"",""num_strokes"":1,""strokes"":[[[237.0909194946289,157.45455932617188,0],[238.71634674072266,155.7327880859375,0.047],[241.49600982666016,154.98971557617188,0.062],[246.0618667602539,154.14120483398438,0.082],[251.32884979248047,154.18182373046875,0.097],[257.08296966552734,155.3616943359375,0.113],[262.03209686279297,158.360107421875,0.131],[265.80606842041016,164.33941650390625,0.148],[268.1114273071289,172.846435546875,0.163],[269.5358657836914,184.57369995117188,0.181],[270.18184661865234,197.37124633789062,0.196],[270.18184661865234,210.18618774414062,0.214],[270.5454635620117,223.71334838867188,0.233],[271.3485641479492,237.72848510742188,0.249],[273.26725006103516,250.51248168945312,0.264],[276.75093841552734,262.2528381347656,0.281],[281.17440032958984,272.9580993652344,0.3],[285.7814254760742,281.6901550292969,0.316],[291.16480255126953,289.0714416503906,0.332],[296.4581069946289,293.7981262207031,0.348],[301.71634674072266,297.0846862792969,0.364],[307.5604934692383,296.6459045410156,0.383],[310.14644622802734,295.4394226074219,0.398],[316.6683578491211,290.8049011230469,0.416],[323.7273483276367,283.4635925292969,0.431],[330.85005950927734,275.1090393066406,0.45],[337.3297348022461,266.9001159667969,0.466],[342.75423431396484,258.1280212402344,0.482],[347.2886734008789,248.64120483398438,0.498],[351.2638626098633,236.68307495117188,0.515],[353.62972259521484,224.82565307617188,0.532],[353.81819915771484,211.45574951171875,0.548],[353.01107025146484,200.0086669921875,0.565],[350.3346633911133,187.96664428710938,0.584],[347.8169937133789,178.47967529296875,0.599],[345.6298294067383,169.00192260742188,0.616],[343.92015838623047,162.35015869140625,0.632],[342.8001022338867,157.8548583984375,0.649],[342.5454635620117,155.112548828125,0.666],[342.5454635620117,153.63638305664062,0.682],[342.5454635620117,153.0697021484375,0.701],[342.5454635620117,152.30239868164062,0.717],[343.36571502685547,151.54342651367188,0.734],[344.72728729248047,150.90914916992188,0.75]]]}"
267,2026-02-18 12:46:54.987866,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T12:46:54.843Z"",""num_strokes"":2,""strokes"":[[[244.72728729248047,221.81820678710938,0],[244.8886489868164,218.68756103515625,0.029],[247.51294708251953,215.56500244140625,0.044],[248.4024429321289,215.11178588867188,0.052],[252.85564422607422,214.111572265625,0.065],[259.6004867553711,215.4110107421875,0.08],[266.2092056274414,219.16976928710938,0.096],[272.60572052001953,225.763916015625,0.114],[277.0246353149414,234.04928588867188,0.13],[279.9462661743164,246.92654418945312,0.147],[281.55220794677734,260.2004089355469,0.166],[282.2782211303711,276.3024597167969,0.183],[283.4229965209961,288.1111755371094,0.198],[285.74259185791016,299.2619323730469,0.214],[288.24588775634766,307.1601257324219,0.232],[292.0196762084961,313.3405456542969,0.248],[297.57372283935547,317.3926696777344,0.264],[303.3836898803711,319.3913879394531,0.282],[309.55745697021484,319.6363830566406,0.298],[314.79251861572266,317.9782409667969,0.316],[321.0902786254883,312.4450378417969,0.333],[327.66503143310547,303.5514221191406,0.349],[333.78223419189453,292.4356384277344,0.365],[339.7257766723633,280.4463806152344,0.382],[344.7781753540039,268.1600646972656,0.398],[347.1298294067383,257.0047912597656,0.415],[348.0748519897461,245.19830322265625,0.433],[348.3636703491211,232.13601684570312,0.449],[348.3636703491211,218.3236083984375,0.465],[347.55028533935547,206.6224365234375,0.483],[346.4708480834961,196.93209838867188,0.499],[345.0110855102539,188.65191650390625,0.516],[343.5189895629883,183.64791870117188,0.532],[342.4600601196289,180.834716796875,0.55],[342.5454635620117,179.55572509765625,0.565],[342.96533966064453,179.27273559570312,0.6],[343.27274322509766,179.27273559570312,0.609]],[[373.09093475341797,19.090911865234375,0]]]}"
295,2026-02-18 13:17:24.9652,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T13:17:25.729Z"",""num_strokes"":1,""strokes"":[[[236.41741943359375,149.1219482421875,0],[236.41741943359375,150.1219482421875,0.009],[236.41741943359375,151.1219482421875,0.025],[235.41741943359375,153.1219482421875,0.042],[235.41741943359375,156.1219482421875,0.059],[235.41741943359375,159.1219482421875,0.075],[234.41741943359375,163.1219482421875,0.092],[233.41741943359375,167.1219482421875,0.109],[233.41741943359375,172.1219482421875,0.126],[231.41741943359375,181.1219482421875,0.142],[231.41741943359375,186.1219482421875,0.159],[230.41741943359375,191.1219482421875,0.175],[230.41741943359375,194.1219482421875,0.192],[230.41741943359375,199.1219482421875,0.209],[230.41741943359375,203.1219482421875,0.225],[230.41741943359375,207.1219482421875,0.242],[231.41741943359375,210.1219482421875,0.259],[234.41741943359375,214.1219482421875,0.275],[236.41741943359375,218.1219482421875,0.292],[238.41741943359375,221.1219482421875,0.309],[243.41741943359375,224.1219482421875,0.326],[247.41741943359375,226.1219482421875,0.342],[251.41741943359375,226.1219482421875,0.359],[254.41741943359375,227.1219482421875,0.375],[257.41741943359375,228.1219482421875,0.392],[259.41741943359375,228.1219482421875,0.409],[262.41741943359375,226.1219482421875,0.426],[269.41741943359375,223.1219482421875,0.443],[276.41741943359375,217.1219482421875,0.459],[283.41741943359375,214.1219482421875,0.476],[289.41741943359375,211.1219482421875,0.492],[293.41741943359375,209.1219482421875,0.509],[295.41741943359375,207.1219482421875,0.526],[295.41741943359375,206.1219482421875,0.543],[296.41741943359375,203.1219482421875,0.559],[297.41741943359375,199.1219482421875,0.576],[298.41741943359375,192.1219482421875,0.593],[298.41741943359375,186.1219482421875,0.609],[298.41741943359375,180.1219482421875,0.626],[298.41741943359375,175.1219482421875,0.643],[298.41741943359375,170.1219482421875,0.659],[298.41741943359375,167.1219482421875,0.676],[298.41741943359375,164.1219482421875,0.693],[298.41741943359375,160.1219482421875,0.71],[297.41741943359375,157.1219482421875,0.726],[297.41741943359375,156.1219482421875,0.759],[297.41741943359375,155.1219482421875,0.776],[297.41741943359375,154.1219482421875,0.793],[297.41741943359375,153.1219482421875,0.809],[297.41741943359375,151.1219482421875,0.826],[297.41741943359375,149.1219482421875,0.843],[297.41741943359375,148.1219482421875,0.86],[297.41741943359375,146.1219482421875,0.87]]]}"
